public_reference,mileage,reg_code,standard_colour,standard_make,standard_model,vehicle_condition,year_of_registration,price,body_type,crossover_car_and_van,fuel_type
2.02E+14,40717,12,Silver,Land Rover,Range Rover Sport,USED,2012,15500,SUV,FALSE,Diesel
2.02E+14,57846,65,White,Mercedes-Benz,GLA Class,USED,2015,16480,SUV,FALSE,Diesel
2.02E+14,250,20,Grey,Mercedes-Benz,GLA Class,USED,2020,23995,SUV,FALSE,Petrol
2.02E+14,36350,14,White,Volkswagen,Polo,USED,2014,7790,Hatchback,FALSE,Petrol
2.02E+14,15,,Red,Vauxhall,Corsa,NEW,,18795,Hatchback,FALSE,Diesel
2.02E+14,34216,66,Silver,Mercedes-Benz,C Class,USED,2017,15495,Saloon,FALSE,Petrol
2.02E+14,50000,12,Silver,MINI,Hatch,USED,2012,6975,Hatchback,FALSE,Diesel
2.02E+14,57496,63,Black,MINI,Countryman,USED,2013,8100,SUV,FALSE,Diesel
2.02E+14,76000,13,White,Mercedes-Benz,C Class,USED,2013,25000,Saloon,FALSE,Petrol
2.02E+14,37286,16,Blue,Audi,A6 Avant,USED,2016,20000,Estate,FALSE,Diesel
2.02E+14,26483,66,Red,Kia,Sportage,USED,2016,15299,SUV,FALSE,Diesel
2.02E+14,38700,62,Black,Fiat,500,USED,2012,3995,Hatchback,FALSE,Petrol
2.02E+14,28113,65,Grey,Fiat,500,USED,2015,5995,Hatchback,FALSE,Petrol
2.02E+14,10900,19,White,Audi,Q2,USED,2019,22290,SUV,FALSE,Diesel
2.02E+14,80230,6,Silver,Citroen,C5,USED,2006,1195,Hatchback,FALSE,Diesel
2.02E+14,36000,64,Black,Audi,A3,USED,2014,9495,Hatchback,FALSE,Diesel
2.02E+14,11567,18,Black,BMW,6 Series Gran Coupe,USED,2018,31521,Saloon,FALSE,Diesel
2.02E+14,32000,17,White,Vauxhall,Mokka X,USED,2017,8995,SUV,FALSE,Petrol
2.02E+14,99000,8,Blue,Toyota,AYGO,USED,2008,2490,Hatchback,FALSE,Petrol
2.02E+14,140000,58,Silver,Volkswagen,Golf,USED,2008,999,Hatchback,FALSE,Diesel
2.02E+14,22900,65,White,Mazda,Mazda3,USED,2015,8800,Hatchback,FALSE,Petrol
2.02E+14,96000,14,Red,Vauxhall,Insignia,USED,2014,4750,Hatchback,FALSE,Diesel
2.02E+14,95050,60,Black,Nissan,Note,USED,2010,2475,Hatchback,FALSE,Petrol
2.02E+14,21931,67,Black,BMW,4 Series Gran Coupe,USED,2017,21350,Saloon,FALSE,Diesel
2.02E+14,23032,17,Grey,Subaru,Outback,USED,2017,19495,Estate,FALSE,Petrol
2.02E+14,25432,11,White,MINI,Countryman,USED,2011,6995,SUV,FALSE,Petrol
2.02E+14,91401,62,Black,BMW,X5,USED,2012,13750,SUV,FALSE,Diesel
2.02E+14,9186,69,Silver,Volvo,XC40,USED,2020,29950,SUV,FALSE,Petrol
2.02E+14,96000,7,Blue,Audi,A4 Avant,USED,2007,3250,Estate,FALSE,Diesel
2.02E+14,8835,68,Grey,SEAT,Leon,USED,2018,12795,Hatchback,FALSE,Petrol
2.02E+14,30174,18,White,Nissan,Qashqai,USED,2018,15495,SUV,FALSE,Diesel
2.02E+14,22212,16,White,Mercedes-Benz,E Class,USED,2016,18490,Convertible,FALSE,Diesel
2.02E+14,58270,15,White,Kia,Sportage,USED,2015,9500,SUV,FALSE,Diesel
2.02E+14,83000,59,White,MINI,Hatch,USED,2009,3250,Hatchback,FALSE,Petrol
2.02E+14,26982,67,Black,Suzuki,Vitara,USED,2018,13450,SUV,FALSE,Petrol
2.02E+14,18077,68,Grey,Nissan,Juke,USED,2018,11995,SUV,FALSE,Diesel
2.02E+14,16148,69,Black,Hyundai,Tucson,USED,2019,16350,SUV,FALSE,Petrol
2.02E+14,68000,13,Grey,BMW,1 Series,USED,2013,6495,Hatchback,FALSE,Diesel
2.02E+14,50962,14,Blue,Volkswagen,Scirocco,USED,2014,8990,Coupe,FALSE,Petrol
2.02E+14,32227,67,White,Jeep,Grand Cherokee,USED,2017,25950,SUV,FALSE,Diesel
2.02E+14,110000,6,Grey,Renault,Grand Scenic,USED,2006,500,MPV,FALSE,Petrol
2.02E+14,43000,14,White,Mercedes-Benz,CLA Class,USED,2014,18500,Coupe,FALSE,Petrol
2.02E+14,44235,15,Black,Volkswagen,Polo,USED,2015,6980,Hatchback,FALSE,Petrol
2.02E+14,44689,17,Silver,Vauxhall,Zafira Tourer,USED,2017,9000,MPV,FALSE,Petrol
2.02E+14,27471,17,Blue,BMW,3 Series Gran Turismo,USED,2017,17300,Hatchback,FALSE,Diesel
2.02E+14,26291,17,Black,Mercedes-Benz,C Class,USED,2017,17300,Saloon,FALSE,Diesel
2.02E+14,122675,15,Grey,Mercedes-Benz,C Class,USED,2015,13200,Saloon,FALSE,Diesel Hybrid
2.02E+14,70000,17,Black,Vauxhall,Insignia,USED,2017,10989,Hatchback,FALSE,Diesel
2.02E+14,65303,53,Silver,Porsche,Boxster,USED,2003,8750,Convertible,FALSE,Petrol
2.02E+14,72178,64,Brown,Vauxhall,Zafira Tourer,USED,2014,6600,MPV,FALSE,Diesel
2.02E+14,81000,63,White,Dacia,Sandero,USED,2013,2499,Hatchback,FALSE,Petrol
